version,id,userid,queryname,text,mp3Link,answertime
posterVer,312,A2TJWE9OCZM0B5,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A2TJWE9OCZM0B5.mp3,
posterVer,314,A2TJWE9OCZM0B5,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A2TJWE9OCZM0B5.mp3,
posterVer,316,A2TJWE9OCZM0B5,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A2TJWE9OCZM0B5.mp3,
posterVer,329,A89R5XGMHOTJE,tutorialNike,hi,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A89R5XGMHOTJE.mp3,
posterVer,251,A96JK3576FXG5,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A96JK3576FXG5.mp3,
posterVer,253,A320QA9HJFUOZO,tutorialNike,I'm looking for a men's tennis polo size XL,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A320QA9HJFUOZO.mp3,
posterVer,257,A3PO7SC3J7ANGX,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A3PO7SC3J7ANGX.mp3,
posterVer,259,A3PO7SC3J7ANGX,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A3PO7SC3J7ANGX.mp3,
posterVer,275,A3NPYV2JQTO1HK,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A3NPYV2JQTO1HK.mp3,
posterVer,282,A2Q1BZPQ1BFPSM,tutorialNike,find Nike clothes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A2Q1BZPQ1BFPSM.mp3,
posterVer,296,AZ5ZYUCAQ0XDL,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+AZ5ZYUCAQ0XDL.mp3,
posterVer,331,A89R5XGMHOTJE,tutorialNike,I would like to find clothes with the Nike logo,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A89R5XGMHOTJE.mp3,
posterVer,334,A1TU9HYDEZO31Z,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1TU9HYDEZO31Z.mp3,
posterVer,335,A1TU9HYDEZO31Z,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1TU9HYDEZO31Z.mp3,
posterVer,336,A2LHA9ZHYTGWAE,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A2LHA9ZHYTGWAE.mp3,
posterVer,337,A2LHA9ZHYTGWAE,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A2LHA9ZHYTGWAE.mp3,
posterVer,338,A2LHA9ZHYTGWAE,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A2LHA9ZHYTGWAE.mp3,
posterVer,339,A3M5483WZQDKMN,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A3M5483WZQDKMN.mp3,
posterVer,340,A2VVI9QY22S81L,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A2VVI9QY22S81L.mp3,
posterVer,341,A1GTYHV8OYQQLV,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1GTYHV8OYQQLV.mp3,
posterVer,342,A1GTYHV8OYQQLV,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1GTYHV8OYQQLV.mp3,
posterVer,343,A1GTYHV8OYQQLV,tutorialNike,Nike tennis wear,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1GTYHV8OYQQLV.mp3,
posterVer,344,A1SLJKNSNHOJRN,tutorialNike,I'm looking for Nike men's tennis Polo,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1SLJKNSNHOJRN.mp3,
posterVer,358,A16SAB417Y96G4,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A16SAB417Y96G4.mp3,
posterVer,360,A16SAB417Y96G4,tutorialNike,men's shorts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A16SAB417Y96G4.mp3,
posterVer,390,ACM3TPZKLE7WC,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+ACM3TPZKLE7WC.mp3,
posterVer,392,A1OB7OBC48BWSM,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1OB7OBC48BWSM.mp3,
posterVer,393,A1FS8SBR4SDWYG,tutorialNike,I'm looking for a logo tank,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1FS8SBR4SDWYG.mp3,
posterVer,391,A1OB7OBC48BWSM,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1OB7OBC48BWSM.mp3,
posterVer,412,A9HQ3E0F2AGVO,tutorialNike,I'm looking for a Nike shirt,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A9HQ3E0F2AGVO.mp3,
posterVer,421,AT6LDQNLKTUSE,tutorialNike,I'm looking for sweatpants,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+AT6LDQNLKTUSE.mp3,
posterVer,425,A1B76WYZ47BQJ,tutorialNike,I'm looking for a woman's logo tank that has Nike,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A1B76WYZ47BQJ.mp3,
posterVer,427,A2M3KQ9CKP7YW,tutorialNike,does the men's tennis Polo shown on the bar lap come in extra large size,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+A2M3KQ9CKP7YW.mp3,
posterVer,475,ADR2ZTYUVBADU,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+ADR2ZTYUVBADU.mp3,
posterVer,473,ADR2ZTYUVBADU,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+ADR2ZTYUVBADU.mp3,
posterVer,474,ADR2ZTYUVBADU,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+ADR2ZTYUVBADU.mp3,
posterVer,476,ADR2ZTYUVBADU,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+ADR2ZTYUVBADU.mp3,
posterVer,477,ADR2ZTYUVBADU,tutorialNike,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+ADR2ZTYUVBADU.mp3,
posterVer,478,ADR2ZTYUVBADU,tutorialNike,Enrique,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialNike+ADR2ZTYUVBADU.mp3,
posterVer,139,A2T007HZK66WM,tutorialsummer,summer clothes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A2T007HZK66WM.mp3,
posterVer,198,A2FLOH4DM8A4ZS,tutorialsummer,I'm looking for warm weather clue,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A2FLOH4DM8A4ZS.mp3,
posterVer,218,A1F1BIPJR11LSR,tutorialsummer,I'm looking for warm weather clothes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A1F1BIPJR11LSR.mp3,
posterVer,157,A27NY1OB36GONQ,tutorialsummer,many stars,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A27NY1OB36GONQ.mp3,
posterVer,232,A2E3TO92MCQ9XU,tutorialsummer,I'm looking for summer clothes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A2E3TO92MCQ9XU.mp3,
posterVer,234,AY6FIVEJJAWMK,tutorialsummer,I'm looking for clothes for a Hot River,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+AY6FIVEJJAWMK.mp3,
posterVer,268,A96JK3576FXG5,tutorialsummer,men's Wellness Center,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A96JK3576FXG5.mp3,
posterVer,288,A9KQQ8FTBHIO0,tutorialsummer,looking for some winter coats that are affordable and cute,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A9KQQ8FTBHIO0.mp3,
posterVer,311,A2Q1BZPQ1BFPSM,tutorialsummer,find summer clothes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A2Q1BZPQ1BFPSM.mp3,
posterVer,313,AZ5ZYUCAQ0XDL,tutorialsummer,find me a winter jacket,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+AZ5ZYUCAQ0XDL.mp3,
posterVer,357,A1SLJKNSNHOJRN,tutorialsummer,I'm looking for men's shorts by Brandon Lee under $20,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A1SLJKNSNHOJRN.mp3,
posterVer,400,A1FS8SBR4SDWYG,tutorialsummer,I like to find clothes for summer,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A1FS8SBR4SDWYG.mp3,
posterVer,361,A1GTYHV8OYQQLV,tutorialsummer,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A1GTYHV8OYQQLV.mp3,
posterVer,363,A1GTYHV8OYQQLV,tutorialsummer,help me find summer clothes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A1GTYHV8OYQQLV.mp3,
posterVer,374,A16SAB417Y96G4,tutorialsummer,men's Connor coat,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A16SAB417Y96G4.mp3,
posterVer,419,A9HQ3E0F2AGVO,tutorialsummer,I want something casual to wear in summer,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A9HQ3E0F2AGVO.mp3,
posterVer,443,AT6LDQNLKTUSE,tutorialsummer,I'm looking for clothes for warm weather,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+AT6LDQNLKTUSE.mp3,
posterVer,449,A1B76WYZ47BQJ,tutorialsummer,I'm looking for a winter clothes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A1B76WYZ47BQJ.mp3,
posterVer,465,A2M3KQ9CKP7YW,tutorialsummer,I like the men's shorts on the far right in the upper row do they come in many different sizes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsummer+A2M3KQ9CKP7YW.mp3,
posterVer,122,A2T007HZK66WM,tutorialsuperhero,superhero clothes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A2T007HZK66WM.mp3,
posterVer,123,A27NY1OB36GONQ,tutorialsuperhero,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A27NY1OB36GONQ.mp3,
posterVer,124,A27NY1OB36GONQ,tutorialsuperhero,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A27NY1OB36GONQ.mp3,
posterVer,125,A27NY1OB36GONQ,tutorialsuperhero,,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A27NY1OB36GONQ.mp3,
posterVer,129,A27NY1OB36GONQ,tutorialsuperhero,Superman,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A27NY1OB36GONQ.mp3,
posterVer,158,A27ZE20JZ3VDUP,tutorialsuperhero,X-Men classic Cyclops men's black T-shirt,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A27ZE20JZ3VDUP.mp3,
posterVer,164,A3VHDQR8A9JJ4F,tutorialsuperhero,can you show me superhero clothes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A3VHDQR8A9JJ4F.mp3,
posterVer,187,A2FLOH4DM8A4ZS,tutorialsuperhero,I want to see the X-Men Classic t-shirts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A2FLOH4DM8A4ZS.mp3,
posterVer,203,A1F1BIPJR11LSR,tutorialsuperhero,I'm looking for clothes with superheroes on them,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A1F1BIPJR11LSR.mp3,
posterVer,216,AY6FIVEJJAWMK,tutorialsuperhero,I'm looking for clothes with superheroes on them,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+AY6FIVEJJAWMK.mp3,
posterVer,215,A2E3TO92MCQ9XU,tutorialsuperhero,I'm looking for superhero logo clothes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A2E3TO92MCQ9XU.mp3,
posterVer,271,A9KQQ8FTBHIO0,tutorialsuperhero,I want female workout leggings that have a super logo on it,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A9KQQ8FTBHIO0.mp3,
posterVer,284,A3NPYV2JQTO1HK,tutorialsuperhero,I can help you find floats what are you looking for,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A3NPYV2JQTO1HK.mp3,
posterVer,301,AZ5ZYUCAQ0XDL,tutorialsuperhero,please find me a Superman sweater,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+AZ5ZYUCAQ0XDL.mp3,
posterVer,254,A96JK3576FXG5,tutorialsuperhero,Superman classic logo grey hoodie,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A96JK3576FXG5.mp3,
posterVer,255,A320QA9HJFUOZO,tutorialsuperhero,can you find me a Superman classic logo grey hoodie in size medium please,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A320QA9HJFUOZO.mp3,
posterVer,286,A2Q1BZPQ1BFPSM,tutorialsuperhero,find superhero clothes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A2Q1BZPQ1BFPSM.mp3,
posterVer,332,A89R5XGMHOTJE,tutorialsuperhero,can you help me find clothes with superheroes on them,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A89R5XGMHOTJE.mp3,
posterVer,345,A1SLJKNSNHOJRN,tutorialsuperhero,I'm looking for a hoodie with a Superman logo on the front,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A1SLJKNSNHOJRN.mp3,
posterVer,346,A1GTYHV8OYQQLV,tutorialsuperhero,find the superhero quotes,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A1GTYHV8OYQQLV.mp3,
posterVer,362,A16SAB417Y96G4,tutorialsuperhero,X-Men cyclops t-shirt Superman hoodie Wonder Woman great Jugger and Batman comic tank top,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A16SAB417Y96G4.mp3,
posterVer,394,A1FS8SBR4SDWYG,tutorialsuperhero,I'm looking for a shirt with a superhero on it,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A1FS8SBR4SDWYG.mp3,
posterVer,413,A9HQ3E0F2AGVO,tutorialsuperhero,I want a superhero tank top,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A9HQ3E0F2AGVO.mp3,
posterVer,423,AT6LDQNLKTUSE,tutorialsuperhero,I'm looking for clothes with superheroes on them,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+AT6LDQNLKTUSE.mp3,
posterVer,428,A1B76WYZ47BQJ,tutorialsuperhero,I like the X-Men shirt that's black,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A1B76WYZ47BQJ.mp3,
posterVer,433,A2M3KQ9CKP7YW,tutorialsuperhero,do you have the hoodie that Shone like the Superman classic logo do you have that with the Batman logo instead,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+A2M3KQ9CKP7YW.mp3,
posterVer,479,ADR2ZTYUVBADU,tutorialsuperhero,t-shirts,file:///Users/cathy/Projects/website1/voice/posterVer+tutorialsuperhero+ADR2ZTYUVBADU.mp3,
gameVer,229,A1DUPOUC9RNU4L,What movies do you think fit for Firday night,,file:///Users/cathy/Projects/website1/voice/gameVer+What movies do you think fit for Firday night+A1DUPOUC9RNU4L+0.mp3,0
gameVer,241,A2RDAJ32TF20LF,What movies do you think fit for Firday night,Am King for a 7紬,file:///Users/cathy/Projects/website1/voice/gameVer+What movies do you think fit for Firday night+A2RDAJ32TF20LF+0.mp3,0
gameVer,242,A2RDAJ32TF20LF,What movies do you think fit for Firday night,ケニファインサンディング scary,file:///Users/cathy/Projects/website1/voice/gameVer+What movies do you think fit for Firday night+A2RDAJ32TF20LF+1.mp3,1
gameVer,244,A2RDAJ32TF20LF,What movies do you think fit for Firday night,天地真理オイルスマートムービー,file:///Users/cathy/Projects/website1/voice/gameVer+What movies do you think fit for Firday night+A2RDAJ32TF20LF+2.mp3,2
gameVer,453,AKHH4W14A6AN9,What movies do you think fit for Firday night,what's a good movie to watch Friday night,file:///Users/cathy/Projects/website1/voice/gameVer+What movies do you think fit for Firday night+AKHH4W14A6AN9+0.mp3,0
gameVer,455,AKHH4W14A6AN9,What movies do you think fit for Firday night,what movie should I watch Friday night,file:///Users/cathy/Projects/website1/voice/gameVer+What movies do you think fit for Firday night+AKHH4W14A6AN9+1.mp3,1
gameVer,457,AKHH4W14A6AN9,What movies do you think fit for Firday night,I can watch for a Friday night,file:///Users/cathy/Projects/website1/voice/gameVer+What movies do you think fit for Firday night+AKHH4W14A6AN9+2.mp3,2
gameVer,181,A76YXASD7CTAH,What would you recommend to a fan of Titanic,I enjoyed Titanic can you suggest a movie I might like,file:///Users/cathy/Projects/website1/voice/gameVer+What would you recommend to a fan of Titanic+A76YXASD7CTAH+1.mp3,1
gameVer,182,A76YXASD7CTAH,What would you recommend to a fan of Titanic,I like to Titanic what can I watch tonight,file:///Users/cathy/Projects/website1/voice/gameVer+What would you recommend to a fan of Titanic+A76YXASD7CTAH+2.mp3,2
gameVer,180,A76YXASD7CTAH,What would you recommend to a fan of Titanic,suggest a movie similar to Titanic,file:///Users/cathy/Projects/website1/voice/gameVer+What would you recommend to a fan of Titanic+A76YXASD7CTAH+0.mp3,0
gameVer,458,AKHH4W14A6AN9,What would you recommend to a fan of Titanic,what movie would a fan of Titanic enjoy,file:///Users/cathy/Projects/website1/voice/gameVer+What would you recommend to a fan of Titanic+AKHH4W14A6AN9+0.mp3,0
gameVer,460,AKHH4W14A6AN9,What would you recommend to a fan of Titanic,if someone likes movie Titanic what would you recommend for them,file:///Users/cathy/Projects/website1/voice/gameVer+What would you recommend to a fan of Titanic+AKHH4W14A6AN9+1.mp3,1
gameVer,461,AKHH4W14A6AN9,What would you recommend to a fan of Titanic,what's a good movie for Titanic fan,file:///Users/cathy/Projects/website1/voice/gameVer+What would you recommend to a fan of Titanic+AKHH4W14A6AN9+2.mp3,2
